"Joey Votto_CIN","Adam Duvall_CIN","Aaron Judge_NYY","Charlie Blackmon_COL","Mookie Betts_BOS","Robinson Cano_SEA","Nolan Arenado_COL","Elvis Andrus_TEX","Justin Smoak_TOR","Mark Reynolds_COL","Dexter Fowler_STL","Gary Sanchez_NYY","Nelson Cruz_SEA","Andrew McCutchen_PIT","Scooter Gennett_CIN","Miguel Sano_MIN","Tommy Pham_STL","Stephen Piscotty_STL","Jedd Gyorko_STL","Jose Bautista_TOR","Brett Gardner_NYY","Didi Gregorius_NYY","Khris Davis_OAK","Ryon Healy_OAK","Xander Bogaerts_BOS","Mike Moustakas_KC","Jean Segura_SEA","Billy Hamilton_CIN","Cameron Maybin_LAA","Mike Trout_LAA","Andrelton Simmons_LAA","Josh Donaldson_TOR","Jose Abreu_CWS","Carlos Gonzalez_COL","Ian Desmond_COL","Jed Lowrie_OAK","Jackie Bradley_BOS","Andrew Benintendi_BOS","Starling Marte_PIT","Randal Grichuk_STL","Justin Bour_MIA","Aledmys Diaz_STL","Todd Frazier_CWS","Lorenzo Cain_KC","Danny Valencia_SEA","Eric Hosmer_KC","Kyle Seager_SEA","Aaron Altherr_PHI","Zack Cozart_CIN","David Dahl_COL","Giancarlo Stanton_MIA","Matt Carpenter_STL","Paul DeJong_STL","Hanley Ramirez_BOS","Dustin Pedroia_BOS","Rougned Odor_TEX","Ben Gamel_SEA","Max Kepler_MIN","Jarrod Dyson_SEA","Josh Bell_PIT","Eugenio Suarez_CIN","Joe Mauer_MIN","Melky Cabrera_CWS","Carlos Gomez_TEX","Mitch Moreland_BOS","Salvador Perez_KC","Mitch Haniger_SEA","Scott Schebler_CIN","Eddie Rosario_MIN","Yadier Molina_STL","Yonder Alonso_OAK","Yoan Moncada_CWS","Joey Gallo_TEX","Josh Harrison_PIT","Tommy Joseph_PHI","Adam Frazier_PIT","DJ LeMahieu_COL","Jose Peraza_CIN","Brian Dozier_MIN","Marcell Ozuna_MIA","Christian Yelich_MIA","Starlin Castro_NYY","Matt Joyce_OAK","Yolmer Sanchez_CWS","Adrian Beltre_TEX","CJ Cron_LAA","Dee Gordon_MIA","Jacoby Ellsbury_NYY","Tyler Saladino_CWS","Marcus Semien_OAK","Mike Napoli_TEX","Robinson Chirinos_TEX","Whit Merrifield_KC","Jorge Bonifacio_KC","Jorge Soler_KC","Cesar Hernandez_PHI","Stephen Cardullo_COL","Trevor Story_COL","Chad Huffman_STL","JT Realmuto_MIA","Chase Headley_NYY","Devon Travis_TOR","Kevin Pillar_TOR","Alen Hanson_CWS","Franklin Barreto_OAK","Matt Chapman_OAK","Shin-Soo Choo_TEX","Sandy Leon_BOS","Delino DeShields_TEX","Nomar Mazara_TEX","Mike Zunino_SEA","Guillermo Heredia_SEA","Gerardo Parra_COL","Devin Mesoraco_CIN","Dustin Garneau_COL","Arismendy Alcantara_CIN","Patrick Kivlehan_CIN","Pat Valaika_COL","Jefry Marte_LAA","Martin Prado_MIA","Kolten Wong_STL","Matt Holliday_NYY","Steve Pearce_TOR","Jaycob Brugman_OAK","Chris Young_BOS","Alcides Escobar_KC","Paulo Orlando_KC","Billy Burns_KC","Leonys Martin_SEA","Howie Kendrick_PHI","Jordy Mercer_PIT","Andrew Knapp_PHI","Raimel Tapia_COL","Tom Murphy_COL","Eric Young_LAA","Yunel Escobar_LAA","Jason Castro_MIN","Robbie Grossman_MIN","Eduardo Escobar_MIN","Daniel Palka_MIN","Tyler Moore_MIA","Pablo Sandoval_BOS","Alex Gordon_KC","Taylor Motter_SEA","John Jaso_PIT","Maikel Franco_PHI","Jesse Winker_CIN","Jordan Patterson_COL","Albert Pujols_LAA","Nick Franklin_LAA","Kole Calhoun_LAA","Jose Martinez_STL","Troy Tulowitzki_TOR","Aaron Hicks_NYY","Avisail Garcia_CWS","Mark Canha_OAK","Adam Engel_CWS","Deven Marrero_BOS","Freddy Galvis_PHI","Jose Osuna_PIT","Ben Revere_LAA","Harrison Bader_STL","Chris Carter_NYY","Ronald Torreyes_NYY","Rajai Davis_OAK","Adam Rosales_OAK","Charlie Tilson_CWS","Joey Wendle_OAK","Jonathan Lucroy_TEX","Daniel Nava_PHI","Gregory Polanco_PIT","Nick Williams_PHI","Kendrys Morales_TOR","Mason Williams_NYY","Greg Bird_NYY","Tim Anderson_CWS","Jhonny Peralta_BOS","Brock Holt_BOS","Ryan O'Hearn_KC","Tony Wolters_COL","Kennys Vargas_MIN","Jorge Polanco_MIN","Derek Dietrich_MIA","Russell Martin_TOR","Ezequiel Carrera_TOR","Richard Urena_TOR","Jake Smolinski_OAK","Matt Davidson_CWS","Ryan LaMarre_OAK","Renato Nunez_OAK","Christian Vazquez_BOS","Brandon Moss_KC","Cheslor Cuthbert_KC","Terrance Gore_KC","Cameron Perkins_PHI","Alexi Amarista_COL","Tucker Barnhart_CIN","Phillip Ervin_CIN","Chris Gimenez_MIN","Danny Espinosa_LAA","Destin Hood_MIA","Dalton Pompey_TOR","Harold Ramirez_TOR","Rowdy Tellez_TOR","Leury Garcia_CWS","Jacob May_CWS","Kevan Smith_CWS","Bruce Maxwell_OAK","Jurickson Profar_TEX","Shawn O'Malley_SEA","Francisco Cervelli_PIT","David Freese_PIT","Danny Ortiz_PIT","Elias Diaz_PIT","Cameron Rupp_PHI","Kevin Newman_PIT","Cristhian Adames_COL","Ichiro Suzuki_MIA","Tomas Telis_MIA","Magneuris Sierra_STL","Ryan Goins_TOR","Tyler Austin_NYY","Rob Refsnyder_NYY","Cody Asche_CWS","Tzu-Wei Lin_BOS","Boog Powell_SEA","Scott Kingery_PHI","Ryan Hanigan_COL","Martin Maldonado_LAA","Cliff Pennington_LAA","David Fletcher_LAA","Christian Colon_MIA","Steve Lombardozzi_MIA","Greg Garcia_STL","JT Riddle_MIA","Carson Kelly_STL","Jarrod Saltalamacchia_TOR","Darwin Barney_TOR","Austin Romine_NYY","Clint Frazier_NYY","Dustin Fowler_NYY","Geovany Soto_CWS","Willy Garcia_CWS","Matt Olson_OAK","Pete Kozma_TEX","Steve Selsky_BOS","Marco Hernandez_BOS","Brett Nicholas_TEX","Jared Hoying_TEX","Carlos Ruiz_SEA","Tuffy Gosewisch_SEA","Raul Mondesi_KC","Odubel Herrera_PHI","Nick Senzel_CIN","Luis Valbuena_LAA","Nolan Fontana_LAA","Eric Fryer_STL","Darrell Ceciliani_TOR","Ryan Rua_TEX","Sam Travis_BOS","Andy Ibanez_TEX","DJ Peterson_SEA","Tyler Smith_SEA","Phil Gosselin_PIT","Brock Stassi_PHI","Chris Bostick_PIT","Mike Tauchman_COL","Shane Robinson_LAA","AJ Ellis_MIA","Mike Aviles_MIA","Luke Voit_STL","Chris Coghlan_TOR","Luke Maile_TOR","Jorge Mateo_NYY","Anthony Alford_TOR","Miguel Andujar_NYY","Tyler Wade_NYY","Gleyber Torres_NYY","Josh Rutledge_BOS","Drew Butera_KC","Daniel Vogelbach_SEA","Kyle Lewis_SEA","Andres Blanco_PHI","Jacob Stallings_PIT","Roman Quinn_PHI","Rhys Hoskins_PHI","Stuart Turner_CIN","Juan Graterol_LAA","Ehire Adrianza_MIN","Carlos Perez_LAA","Kaleb Cowart_LAA","Byron Buxton_MIN","Alex Mejia_STL","Dwight Smith_TOR","Josh Phegley_OAK","Chad Pinder_OAK","Hanser Alberto_TEX","Gift Ngoepe_PIT","Miguel Rojas_MIA","Jaff Decker_OAK","Omar Narvaez_CWS","Drew Stubbs_TEX","Ronald Guzman_TEX","Ramon Torres_KC","Hunter Dozier_KC","Ty Kelly_PHI","Jorge Alfaro_PHI","Grant Green_CWS","Zack Collins_CWS","Max Moroff_PIT","John Bormann_PIT","Kyle Higashioka_NYY","Mike Ohlman_TOR","Ian Parmley_TOR","Drew Robinson_TEX","Chris Stewart_PIT"
0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,28,42,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,51,0,0,0,0,0,0,0,0,0,52,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,43,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,43,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,30,19,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,60,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,66,0,0,0,0,0,0,0,0,0,46,0,60,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,50,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,15
36,31,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,51,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,45,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,43,24,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,35,0,0,0,0,0,0,0,0,0,39,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,24,53,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,43,0,0,0,0,0,0,0,0,0,47,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,38,41,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,50,0,0,0,0,0,0,0,0,0,57,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,49,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0,0,62,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,66,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,39,34,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
0,0,51,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,48,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,37,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,68,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,42,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,35,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,70,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,41,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,35,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,57,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,52,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
